Timestamp,difficulty
2021-10-23 01:00:00,20082460130831
2021-10-24 01:00:00,20082460130831
2021-10-25 01:00:00,20082460130831
2021-10-26 01:00:00,20082460130831
2021-10-27 01:00:00,20082460130831
2021-10-28 01:00:00,20082460130831
2021-10-29 01:00:00,20082460130831
2021-10-30 01:00:00,20082460130831
2021-10-31 01:00:00,20286661027549.07
2021-11-01 01:00:00,21659344833265
2021-11-02 01:00:00,21659344833265
2021-11-03 01:00:00,21659344833265
2021-11-04 01:00:00,21659344833265
2021-11-05 01:00:00,21659344833265
2021-11-06 01:00:00,21659344833265
2021-11-07 01:00:00,21659344833265
2021-11-08 00:00:00,21659344833265
2021-11-09 00:00:00,21659344833265
2021-11-10 00:00:00,21659344833265
2021-11-11 00:00:00,21659344833265
2021-11-12 00:00:00,21659344833265
2021-11-13 00:00:00,21659344833265
2021-11-14 00:00:00,22434990744236.72
2021-11-15 00:00:00,22674148233453
2021-11-16 00:00:00,22674148233453
2021-11-17 00:00:00,22674148233453
2021-11-18 00:00:00,22674148233453
2021-11-19 00:00:00,22674148233453
2021-11-20 00:00:00,22674148233453
2021-11-21 00:00:00,22674148233453
2021-11-22 00:00:00,22674148233453
2021-11-23 00:00:00,22674148233453
2021-11-24 00:00:00,22674148233453
2021-11-25 00:00:00,22674148233453
2021-11-26 00:00:00,22674148233453
2021-11-27 00:00:00,22674148233453
2021-11-28 00:00:00,22464723406485.65
2021-11-29 00:00:00,22335659268936
2021-11-30 00:00:00,22335659268936
2021-12-01 00:00:00,22335659268936
2021-12-02 00:00:00,22335659268936
2021-12-03 00:00:00,22335659268936
2021-12-04 00:00:00,22335659268936
2021-12-05 00:00:00,22335659268936
2021-12-06 00:00:00,22335659268936
2021-12-07 00:00:00,22335659268936
2021-12-08 00:00:00,22335659268936
2021-12-09 00:00:00,22335659268936
2021-12-10 00:00:00,22335659268936
2021-12-11 00:00:00,23468677477375.574
2021-12-12 00:00:00,24195286980614
2021-12-13 00:00:00,24195286980614
2021-12-14 00:00:00,24195286980614
2021-12-15 00:00:00,24195286980614
2021-12-16 00:00:00,24195286980614
2021-12-17 00:00:00,24195286980614
2021-12-18 00:00:00,24195286980614
2021-12-19 00:00:00,24195286980614
2021-12-20 00:00:00,24195286980614
2021-12-21 00:00:00,24195286980614
2021-12-22 00:00:00,24195286980614
2021-12-23 00:00:00,24195286980614
2021-12-24 00:00:00,24195286980614
2021-12-25 00:00:00,24242457398797.266
2021-12-26 00:00:00,24272331996980
2021-12-27 00:00:00,24272331996980
2021-12-28 00:00:00,24272331996980
2021-12-29 00:00:00,24272331996980
2021-12-30 00:00:00,24272331996980
2021-12-31 00:00:00,24272331996980
2022-01-01 00:00:00,24272331996980
2022-01-02 00:00:00,24272331996980
2022-01-03 00:00:00,24272331996980
2022-01-04 00:00:00,24272331996980
2022-01-05 00:00:00,24272331996980
2022-01-06 00:00:00,24272331996980
2022-01-07 00:00:00,24272331996980
2022-01-08 00:00:00,24341458814595.277
2022-01-09 00:00:00,24371874614346
2022-01-10 00:00:00,24371874614346
2022-01-11 00:00:00,24371874614346
2022-01-12 00:00:00,24371874614346
2022-01-13 00:00:00,24371874614346
2022-01-14 00:00:00,24371874614346
2022-01-15 00:00:00,24371874614346
2022-01-16 00:00:00,24371874614346
2022-01-17 00:00:00,24371874614346
2022-01-18 00:00:00,24371874614346
